,Lat,Lon,coords,Day,Weekday,Hour,Minute,hot_z
127905,40.7174,-74.016,"40.7174, -74.016",18,Friday,14,34,Yes
127912,40.7682,-73.9824,"40.7682, -73.9824",18,Friday,14,34,Yes
127919,40.7218,-74.0042,"40.7218, -74.0042",18,Friday,14,35,Yes
127920,40.6449,-73.7821,"40.6449, -73.7821",18,Friday,14,35,Yes
127929,40.7421,-73.9967,"40.7421, -73.9967",18,Friday,14,37,Yes
127932,40.6466,-73.7896,"40.6466, -73.7896",18,Friday,14,38,Yes
127935,40.6447,-73.7827,"40.6447, -73.7827",18,Friday,14,39,Yes
127938,40.7376,-74.0082,"40.7376, -74.0082",18,Friday,14,39,Yes
127948,40.7259,-73.9919,"40.7259, -73.9919",18,Friday,14,40,Yes
127990,40.6449,-73.7824,"40.6449, -73.7824",18,Friday,14,49,Yes
128019,40.7741,-73.8728,"40.7741, -73.8728",18,Friday,14,54,Yes
128023,40.7407,-74.0019,"40.7407, -74.0019",18,Friday,14,55,Yes
128027,40.7647,-73.9706,"40.7647, -73.9706",18,Friday,14,56,Yes
128039,40.7221,-73.9873,"40.7221, -73.9873",18,Friday,14,58,Yes
128051,40.7666,-73.9783,"40.7666, -73.9783",18,Friday,14,59,Yes
128055,40.7213,-74.0015,"40.7213, -74.0015",18,Friday,15,0,Yes
128062,40.7628,-73.9741,"40.7628, -73.9741",18,Friday,15,1,Yes
128070,40.7593,-73.9809,"40.7593, -73.9809",18,Friday,15,3,Yes
128071,40.7593,-73.9809,"40.7593, -73.9809",18,Friday,15,3,Yes
128098,40.74,-73.9949,"40.74, -73.9949",18,Friday,15,7,Yes
128103,40.6466,-73.7897,"40.6466, -73.7897",18,Friday,15,7,Yes
128109,40.7699,-73.8644,"40.7699, -73.8644",18,Friday,15,8,Yes
128161,40.6457,-73.7768,"40.6457, -73.7768",18,Friday,15,17,Yes
128170,40.774,-73.8718,"40.774, -73.8718",18,Friday,15,19,Yes
128172,40.7741,-73.8723,"40.7741, -73.8723",18,Friday,15,19,Yes
128178,40.7234,-74.0062,"40.7234, -74.0062",18,Friday,15,20,Yes
128179,40.7234,-74.0062,"40.7234, -74.0062",18,Friday,15,20,Yes
128214,40.7238,-74.0004,"40.7238, -74.0004",18,Friday,15,25,Yes
128237,40.7422,-74.0043,"40.7422, -74.0043",18,Friday,15,29,Yes
128289,40.7585,-73.9772,"40.7585, -73.9772",18,Friday,15,39,Yes
128303,40.7585,-73.9772,"40.7585, -73.9772",18,Friday,15,41,Yes
128334,40.7278,-73.9911,"40.7278, -73.9911",18,Friday,15,45,Yes
128335,40.7152,-74.0159,"40.7152, -74.0159",18,Friday,15,46,Yes
128358,40.7629,-73.9719,"40.7629, -73.9719",18,Friday,15,50,Yes
128363,40.7642,-73.979,"40.7642, -73.979",18,Friday,15,51,Yes
128365,40.7619,-73.9684,"40.7619, -73.9684",18,Friday,15,51,Yes
128380,40.7402,-74.0059,"40.7402, -74.0059",18,Friday,15,53,Yes
128381,40.7646,-73.9707,"40.7646, -73.9707",18,Friday,15,53,Yes
128383,40.7504,-73.9947,"40.7504, -73.9947",18,Friday,15,53,Yes
128395,40.7273,-74.0055,"40.7273, -74.0055",18,Friday,15,54,Yes
128405,40.7198,-74.0102,"40.7198, -74.0102",18,Friday,15,56,Yes
128414,40.6949,-74.178,"40.6949, -74.178",18,Friday,15,57,Yes
128456,40.7247,-73.9988,"40.7247, -73.9988",18,Friday,16,2,Yes
128460,40.7151,-74.0159,"40.7151, -74.0159",18,Friday,16,2,Yes
128467,40.7151,-74.016,"40.7151, -74.016",18,Friday,16,3,Yes
128471,40.7052,-74.0074,"40.7052, -74.0074",18,Friday,16,3,Yes
128489,40.7259,-74.0039,"40.7259, -74.0039",18,Friday,16,5,Yes
128491,40.7259,-74.0039,"40.7259, -74.0039",18,Friday,16,5,Yes
128496,40.7513,-74.0069,"40.7513, -74.0069",18,Friday,16,7,Yes
128501,40.7237,-74.0108,"40.7237, -74.0108",18,Friday,16,7,Yes
128510,40.7556,-73.9761,"40.7556, -73.9761",18,Friday,16,8,Yes
128514,40.7518,-73.9937,"40.7518, -73.9937",18,Friday,16,9,Yes
128521,40.7567,-73.9786,"40.7567, -73.9786",18,Friday,16,10,Yes
128537,40.7514,-73.994,"40.7514, -73.994",18,Friday,16,11,Yes
128542,40.7172,-74.0047,"40.7172, -74.0047",18,Friday,16,12,Yes
128554,40.742,-73.9934,"40.742, -73.9934",18,Friday,16,14,Yes
128557,40.7388,-74.0092,"40.7388, -74.0092",18,Friday,16,14,Yes
128562,40.757,-73.9825,"40.757, -73.9825",18,Friday,16,15,Yes
128567,40.6448,-73.7825,"40.6448, -73.7825",18,Friday,16,16,Yes
128585,40.6448,-73.7826,"40.6448, -73.7826",18,Friday,16,18,Yes
128612,40.7079,-74.006,"40.7079, -74.006",18,Friday,16,20,Yes
128613,40.645,-73.7819,"40.645, -73.7819",18,Friday,16,20,Yes
128616,40.7386,-73.9977,"40.7386, -73.9977",18,Friday,16,21,Yes
128621,40.7501,-73.9944,"40.7501, -73.9944",18,Friday,16,22,Yes
128633,40.645,-73.7818,"40.645, -73.7818",18,Friday,16,23,Yes
128637,40.7681,-73.8619,"40.7681, -73.8619",18,Friday,16,24,Yes
128649,40.7421,-74.0045,"40.7421, -74.0045",18,Friday,16,26,Yes
128653,40.7703,-73.865,"40.7703, -73.865",18,Friday,16,27,Yes
128657,40.7192,-74.0051,"40.7192, -74.0051",18,Friday,16,28,Yes
128659,40.6447,-73.7827,"40.6447, -73.7827",18,Friday,16,28,Yes
128664,40.7553,-73.9838,"40.7553, -73.9838",18,Friday,16,28,Yes
128666,40.7272,-73.9918,"40.7272, -73.9918",18,Friday,16,29,Yes
128690,40.7151,-74.016,"40.7151, -74.016",18,Friday,16,33,Yes
128692,40.6449,-73.7823,"40.6449, -73.7823",18,Friday,16,33,Yes
128696,40.645,-73.7819,"40.645, -73.7819",18,Friday,16,33,Yes
128699,40.7063,-74.0168,"40.7063, -74.0168",18,Friday,16,34,Yes
128709,40.753,-73.9837,"40.753, -73.9837",18,Friday,16,36,Yes
128727,40.6449,-73.7821,"40.6449, -73.7821",18,Friday,16,38,Yes
128765,40.7512,-74.0066,"40.7512, -74.0066",18,Friday,16,45,Yes
128772,40.7219,-74.0041,"40.7219, -74.0041",18,Friday,16,46,Yes
128783,40.6417,-73.7889,"40.6417, -73.7889",18,Friday,16,48,Yes
128787,40.7399,-73.9896,"40.7399, -73.9896",18,Friday,16,48,Yes
128796,40.7283,-74.0071,"40.7283, -74.0071",18,Friday,16,49,Yes
128798,40.7579,-73.9893,"40.7579, -73.9893",18,Friday,16,49,Yes
128809,40.7219,-73.9579,"40.7219, -73.9579",18,Friday,16,50,Yes
128833,40.7236,-74.0108,"40.7236, -74.0108",18,Friday,16,54,Yes
128840,40.7691,-73.9812,"40.7691, -73.9812",18,Friday,16,54,Yes
128845,40.7256,-74.0053,"40.7256, -74.0053",18,Friday,16,55,Yes
128853,40.7261,-74.0075,"40.7261, -74.0075",18,Friday,16,57,Yes
128854,40.6449,-73.782,"40.6449, -73.782",18,Friday,16,57,Yes
128862,40.645,-73.7819,"40.645, -73.7819",18,Friday,16,58,Yes
128864,40.753,-74.00399999999999,"40.753, -74.00399999999999",18,Friday,16,59,Yes
128879,40.7638,-73.9734,"40.7638, -73.9734",18,Friday,17,1,Yes
128886,40.7641,-73.9788,"40.7641, -73.9788",18,Friday,17,1,Yes
128887,40.7561,-73.9726,"40.7561, -73.9726",18,Friday,17,1,Yes
128900,40.7169,-74.0123,"40.7169, -74.0123",18,Friday,17,3,Yes
128902,40.6449,-73.7823,"40.6449, -73.7823",18,Friday,17,5,Yes
128905,40.7647,-73.9706,"40.7647, -73.9706",18,Friday,17,6,Yes
128908,40.7322,-74.0077,"40.7322, -74.0077",18,Friday,17,6,Yes
128909,40.7683,-73.8623,"40.7683, -73.8623",18,Friday,17,6,Yes
128920,40.7261,-73.9918,"40.7261, -73.9918",18,Friday,17,7,Yes
128948,40.7478,-73.985,"40.7478, -73.985",18,Friday,17,11,Yes
128951,40.757,-73.9825,"40.757, -73.9825",18,Friday,17,11,Yes
128958,40.6483,-73.7827,"40.6483, -73.7827",18,Friday,17,13,Yes
128962,40.7514,-73.994,"40.7514, -73.994",18,Friday,17,13,Yes
128973,40.7111,-74.0058,"40.7111, -74.0058",18,Friday,17,14,Yes
129016,40.7385,-73.9855,"40.7385, -73.9855",18,Friday,17,22,Yes
129021,40.7223,-73.9971,"40.7223, -73.9971",18,Friday,17,22,Yes
129036,40.727,-73.9888,"40.727, -73.9888",18,Friday,17,25,Yes
129041,40.7322,-74.0077,"40.7322, -74.0077",18,Friday,17,25,Yes
129077,40.753,-73.9812,"40.753, -73.9812",18,Friday,17,31,Yes
129102,40.646,-73.7767,"40.646, -73.7767",18,Friday,17,36,Yes
129112,40.7282,-74.0071,"40.7282, -74.0071",18,Friday,17,37,Yes
129117,40.7402,-74.0059,"40.7402, -74.0059",18,Friday,17,38,Yes
129145,40.7256,-74.0056,"40.7256, -74.0056",18,Friday,17,43,Yes
129164,40.7665,-73.9782,"40.7665, -73.9782",18,Friday,17,45,Yes
129168,40.7641,-73.9731,"40.7641, -73.9731",18,Friday,17,46,Yes
129170,40.7276,-74.0073,"40.7276, -74.0073",18,Friday,17,46,Yes
129174,40.7306,-74.009,"40.7306, -74.009",18,Friday,17,46,Yes
129175,40.7306,-74.009,"40.7306, -74.009",18,Friday,17,46,Yes
129195,40.7683,-73.8623,"40.7683, -73.8623",18,Friday,17,49,Yes
129205,40.7745,-73.9639,"40.7745, -73.9639",18,Friday,17,51,Yes
129214,40.7421,-74.0046,"40.7421, -74.0046",18,Friday,17,52,Yes
129243,40.7553,-73.9838,"40.7553, -73.9838",18,Friday,17,57,Yes
129259,40.7467,-73.9858,"40.7467, -73.9858",18,Friday,17,59,Yes
129269,40.7531,-74.0039,"40.7531, -74.0039",18,Friday,18,0,Yes
129306,40.7388,-74.0089,"40.7388, -74.0089",18,Friday,18,4,Yes
129313,40.7203,-74.0022,"40.7203, -74.0022",18,Friday,18,6,Yes
129318,40.6485,-73.7827,"40.6485, -73.7827",18,Friday,18,7,Yes
129333,40.7739,-73.8716,"40.7739, -73.8716",18,Friday,18,8,Yes
129340,40.7386,-73.9899,"40.7386, -73.9899",18,Friday,18,9,Yes
129348,40.7053,-74.0172,"40.7053, -74.0172",18,Friday,18,10,Yes
129360,40.7168,-74.0123,"40.7168, -74.0123",18,Friday,18,12,Yes
129362,40.6947,-74.1778,"40.6947, -74.1778",18,Friday,18,12,Yes
129372,40.7392,-73.9935,"40.7392, -73.9935",18,Friday,18,13,Yes
129415,40.7236,-74.01100000000001,"40.7236, -74.01100000000001",18,Friday,18,17,Yes
129420,40.7224,-74.0037,"40.7224, -74.0037",18,Friday,18,18,Yes
129451,40.7678,-73.9915,"40.7678, -73.9915",18,Friday,18,21,Yes
129457,40.7252,-73.997,"40.7252, -73.997",18,Friday,18,22,Yes
129469,40.7514,-73.9936,"40.7514, -73.9936",18,Friday,18,23,Yes
129470,40.7514,-73.9936,"40.7514, -73.9936",18,Friday,18,23,Yes
129493,40.7625,-73.9743,"40.7625, -73.9743",18,Friday,18,27,Yes
129505,40.7741,-73.8725,"40.7741, -73.8725",18,Friday,18,29,Yes
129526,40.7459,-73.9883,"40.7459, -73.9883",18,Friday,18,32,Yes
129534,40.7521,-73.9798,"40.7521, -73.9798",18,Friday,18,33,Yes
129564,40.7579,-73.9893,"40.7579, -73.9893",18,Friday,18,37,Yes
129569,40.6459,-73.7768,"40.6459, -73.7768",18,Friday,18,37,Yes
129571,40.7054,-74.0171,"40.7054, -74.0171",18,Friday,18,37,Yes
129588,40.7227,-73.9981,"40.7227, -73.9981",18,Friday,18,39,Yes
129606,40.7635,-73.9736,"40.7635, -73.9736",18,Friday,18,42,Yes
129610,40.7218,-73.992,"40.7218, -73.992",18,Friday,18,42,Yes
129628,40.7191,-74.0051,"40.7191, -74.0051",18,Friday,18,44,Yes
129632,40.7443,-73.9844,"40.7443, -73.9844",18,Friday,18,45,Yes
129634,40.7732,-73.8855,"40.7732, -73.8855",18,Friday,18,45,Yes
129641,40.7514,-74.0066,"40.7514, -74.0066",18,Friday,18,46,Yes
129643,40.7633,-73.9808,"40.7633, -73.9808",18,Friday,18,46,Yes
129647,40.7427,-73.9923,"40.7427, -73.9923",18,Friday,18,46,Yes
129649,40.7556,-73.973,"40.7556, -73.973",18,Friday,18,47,Yes
129665,40.7263,-74.002,"40.7263, -74.002",18,Friday,18,48,Yes
129669,40.7216,-73.9582,"40.7216, -73.9582",18,Friday,18,49,Yes
129683,40.6448,-73.7823,"40.6448, -73.7823",18,Friday,18,50,Yes
129684,40.6483,-73.7827,"40.6483, -73.7827",18,Friday,18,51,Yes
129686,40.7343,-74.003,"40.7343, -74.003",18,Friday,18,51,Yes
129715,40.764,-73.9705,"40.764, -73.9705",18,Friday,18,56,Yes
129727,40.7508,-74.0037,"40.7508, -74.0037",18,Friday,18,58,Yes
129738,40.6449,-73.782,"40.6449, -73.782",18,Friday,18,58,Yes
129746,40.7639,-73.9733,"40.7639, -73.9733",18,Friday,19,0,Yes
129753,40.756,-73.9833,"40.756, -73.9833",18,Friday,19,1,Yes
129762,40.7111,-74.0057,"40.7111, -74.0057",18,Friday,19,2,Yes
129769,40.7247,-73.9985,"40.7247, -73.9985",18,Friday,19,3,Yes
129812,40.7633,-73.9808,"40.7633, -73.9808",18,Friday,19,8,Yes
129819,40.727,-73.9888,"40.727, -73.9888",18,Friday,19,10,Yes
129854,40.7642,-73.9544,"40.7642, -73.9544",18,Friday,19,14,Yes
129856,40.7531,-74.0039,"40.7531, -74.0039",18,Friday,19,14,Yes
129861,40.7421,-74.0041,"40.7421, -74.0041",18,Friday,19,15,Yes
129862,40.7434,-74.0073,"40.7434, -74.0073",18,Friday,19,15,Yes
129872,40.7219,-74.0041,"40.7219, -74.0041",18,Friday,19,16,Yes
129894,40.7198,-74.0102,"40.7198, -74.0102",18,Friday,19,19,Yes
129895,40.7335,-74.0063,"40.7335, -74.0063",18,Friday,19,19,Yes
129896,40.7425,-74.0042,"40.7425, -74.0042",18,Friday,19,19,Yes
129917,40.7686,-73.8627,"40.7686, -73.8627",18,Friday,19,23,Yes
129923,40.7483,-74.0055,"40.7483, -74.0055",18,Friday,19,24,Yes
129927,40.6484,-73.783,"40.6484, -73.783",18,Friday,19,25,Yes
129928,40.7408,-74.0076,"40.7408, -74.0076",18,Friday,19,25,Yes
129930,40.7449,-73.9888,"40.7449, -73.9888",18,Friday,19,26,Yes
129938,40.7615,-73.9745,"40.7615, -73.9745",18,Friday,19,27,Yes
129965,40.6448,-73.7824,"40.6448, -73.7824",18,Friday,19,30,Yes
129980,40.7231,-73.9976,"40.7231, -73.9976",18,Friday,19,32,Yes
129987,40.7403,-73.9947,"40.7403, -73.9947",18,Friday,19,33,Yes
129997,40.774,-73.8721,"40.774, -73.8721",18,Friday,19,34,Yes
130003,40.7514,-73.994,"40.7514, -73.994",18,Friday,19,35,Yes
130004,40.7273,-73.9921,"40.7273, -73.9921",18,Friday,19,35,Yes
130039,40.6449,-73.7823,"40.6449, -73.7823",18,Friday,19,41,Yes
130048,40.7239,-73.9963,"40.7239, -73.9963",18,Friday,19,42,Yes
130058,40.6448,-73.7825,"40.6448, -73.7825",18,Friday,19,43,Yes
130059,40.7343,-73.9936,"40.7343, -73.9936",18,Friday,19,44,Yes
130065,40.7685,-73.8625,"40.7685, -73.8625",18,Friday,19,44,Yes
130066,40.7679,-73.9916,"40.7679, -73.9916",18,Friday,19,44,Yes
130072,40.7395,-73.9924,"40.7395, -73.9924",18,Friday,19,45,Yes
130100,40.7052,-74.0074,"40.7052, -74.0074",18,Friday,19,49,Yes
130134,40.7481,-73.9848,"40.7481, -73.9848",18,Friday,19,54,Yes
130140,40.7169,-74.0123,"40.7169, -74.0123",18,Friday,19,55,Yes
130143,40.7032,-73.9907,"40.7032, -73.9907",18,Friday,19,55,Yes
130147,40.769,-73.9812,"40.769, -73.9812",18,Friday,19,56,Yes
130163,40.7246,-73.9986,"40.7246, -73.9986",18,Friday,19,59,Yes
130188,40.7323,-74.0077,"40.7323, -74.0077",18,Friday,20,4,Yes
130195,40.7195,-73.9996,"40.7195, -73.9996",18,Friday,20,5,Yes
130197,40.724000000000004,-74.0033,"40.724000000000004, -74.0033",18,Friday,20,6,Yes
130220,40.7286,-74.0,"40.7286, -74.0",18,Friday,20,9,Yes
130221,40.7286,-74.0,"40.7286, -74.0",18,Friday,20,9,Yes
130228,40.7437,-73.9927,"40.7437, -73.9927",18,Friday,20,10,Yes
130239,40.6449,-73.7823,"40.6449, -73.7823",18,Friday,20,12,Yes
130240,40.7682,-73.9824,"40.7682, -73.9824",18,Friday,20,12,Yes
130280,40.7274,-73.9921,"40.7274, -73.9921",18,Friday,20,19,Yes
130293,40.7647,-73.9706,"40.7647, -73.9706",18,Friday,20,21,Yes
130305,40.7324,-74.0076,"40.7324, -74.0076",18,Friday,20,22,Yes
130318,40.7323,-74.0077,"40.7323, -74.0077",18,Friday,20,26,Yes
130320,40.7277,-74.0072,"40.7277, -74.0072",18,Friday,20,26,Yes
130324,40.7644,-73.9958,"40.7644, -73.9958",18,Friday,20,27,Yes
130326,40.7246,-73.9986,"40.7246, -73.9986",18,Friday,20,28,Yes
130329,40.7557,-73.9872,"40.7557, -73.9872",18,Friday,20,29,Yes
130330,40.6449,-73.7823,"40.6449, -73.7823",18,Friday,20,29,Yes
