,Lat,Lon,coords,Day,Weekday,Hour,Minute,hot_z
331310,40.7709,-73.8659,"40.7709, -73.8659",1,Tuesday,18,22,Yes
331312,40.7467,-73.9858,"40.7467, -73.9858",1,Tuesday,18,23,Yes
331334,40.7103,-73.9847,"40.7103, -73.9847",1,Tuesday,18,25,Yes
331351,40.7366,-73.9907,"40.7366, -73.9907",1,Tuesday,18,28,Yes
331373,40.7684,-73.8624,"40.7684, -73.8624",1,Tuesday,18,31,Yes
331375,40.7709,-73.8659,"40.7709, -73.8659",1,Tuesday,18,31,Yes
331381,40.7423,-74.0044,"40.7423, -74.0044",1,Tuesday,18,32,Yes
331383,40.771,-73.8659,"40.771, -73.8659",1,Tuesday,18,32,Yes
331401,40.7402,-73.9948,"40.7402, -73.9948",1,Tuesday,18,34,Yes
331402,40.7104,-73.9847,"40.7104, -73.9847",1,Tuesday,18,34,Yes
331439,40.7627,-73.9821,"40.7627, -73.9821",1,Tuesday,18,38,Yes
331441,40.7446,-73.9889,"40.7446, -73.9889",1,Tuesday,18,38,Yes
331450,40.6449,-73.7824,"40.6449, -73.7824",1,Tuesday,18,39,Yes
331453,40.6449,-73.7819,"40.6449, -73.7819",1,Tuesday,18,39,Yes
331459,40.6483,-73.7828,"40.6483, -73.7828",1,Tuesday,18,40,Yes
331461,40.6462,-73.7769,"40.6462, -73.7769",1,Tuesday,18,40,Yes
331478,40.7236,-74.0109,"40.7236, -74.0109",1,Tuesday,18,43,Yes
331505,40.7217,-73.9875,"40.7217, -73.9875",1,Tuesday,18,46,Yes
331511,40.764,-73.9732,"40.764, -73.9732",1,Tuesday,18,47,Yes
331517,40.753,-73.9837,"40.753, -73.9837",1,Tuesday,18,48,Yes
331519,40.7592,-73.9767,"40.7592, -73.9767",1,Tuesday,18,49,Yes
331526,40.7459,-73.9883,"40.7459, -73.9883",1,Tuesday,18,49,Yes
331546,40.7103,-73.9846,"40.7103, -73.9846",1,Tuesday,18,52,Yes
331559,40.7406,-74.0077,"40.7406, -74.0077",1,Tuesday,18,54,Yes
331587,40.74,-74.0061,"40.74, -74.0061",1,Tuesday,18,58,Yes
331589,40.645,-73.7817,"40.645, -73.7817",1,Tuesday,18,58,Yes
331591,40.7682,-73.9823,"40.7682, -73.9823",1,Tuesday,18,59,Yes
331595,40.7227,-73.998,"40.7227, -73.998",1,Tuesday,18,59,Yes
331627,40.7684,-73.8624,"40.7684, -73.8624",1,Tuesday,19,2,Yes
331645,40.7437,-73.9927,"40.7437, -73.9927",1,Tuesday,19,4,Yes
331671,40.7711,-73.8659,"40.7711, -73.8659",1,Tuesday,19,7,Yes
331681,40.7406,-74.0056,"40.7406, -74.0056",1,Tuesday,19,8,Yes
331685,40.7615,-73.975,"40.7615, -73.975",1,Tuesday,19,9,Yes
331713,40.7512,-74.0067,"40.7512, -74.0067",1,Tuesday,19,14,Yes
331722,40.6456,-73.7768,"40.6456, -73.7768",1,Tuesday,19,16,Yes
331738,40.7554,-73.9754,"40.7554, -73.9754",1,Tuesday,19,17,Yes
331745,40.645,-73.782,"40.645, -73.782",1,Tuesday,19,18,Yes
331747,40.7752,-73.9767,"40.7752, -73.9767",1,Tuesday,19,18,Yes
331751,40.7629,-73.9719,"40.7629, -73.9719",1,Tuesday,19,18,Yes
331756,40.7386,-73.9884,"40.7386, -73.9884",1,Tuesday,19,20,Yes
331764,40.7732,-73.8856,"40.7732, -73.8856",1,Tuesday,19,21,Yes
331773,40.6449,-73.7821,"40.6449, -73.7821",1,Tuesday,19,21,Yes
331783,40.6417,-73.7889,"40.6417, -73.7889",1,Tuesday,19,23,Yes
331801,40.7557,-73.9872,"40.7557, -73.9872",1,Tuesday,19,25,Yes
331816,40.645,-73.7816,"40.645, -73.7816",1,Tuesday,19,27,Yes
331817,40.7254,-74.0092,"40.7254, -74.0092",1,Tuesday,19,27,Yes
331821,40.7301,-74.0069,"40.7301, -74.0069",1,Tuesday,19,28,Yes
331837,40.741,-74.0076,"40.741, -74.0076",1,Tuesday,19,30,Yes
331838,40.774,-73.8722,"40.774, -73.8722",1,Tuesday,19,30,Yes
331867,40.6449,-73.7823,"40.6449, -73.7823",1,Tuesday,19,33,Yes
331877,40.7141,-74.0146,"40.7141, -74.0146",1,Tuesday,19,34,Yes
331888,40.7741,-73.8724,"40.7741, -73.8724",1,Tuesday,19,36,Yes
331893,40.7741,-73.8721,"40.7741, -73.8721",1,Tuesday,19,37,Yes
331898,40.7459,-73.9882,"40.7459, -73.9882",1,Tuesday,19,38,Yes
331899,40.7406,-74.0057,"40.7406, -74.0057",1,Tuesday,19,38,Yes
331906,40.7103,-73.9847,"40.7103, -73.9847",1,Tuesday,19,39,Yes
331911,40.7259,-73.9919,"40.7259, -73.9919",1,Tuesday,19,41,Yes
331917,40.7741,-73.8725,"40.7741, -73.8725",1,Tuesday,19,41,Yes
331919,40.7234,-73.9912,"40.7234, -73.9912",1,Tuesday,19,42,Yes
331926,40.7558,-73.9708,"40.7558, -73.9708",1,Tuesday,19,43,Yes
331928,40.7386,-73.9885,"40.7386, -73.9885",1,Tuesday,19,44,Yes
331929,40.7475,-73.9852,"40.7475, -73.9852",1,Tuesday,19,44,Yes
331943,40.7235,-74.0108,"40.7235, -74.0108",1,Tuesday,19,45,Yes
331954,40.7404,-74.0079,"40.7404, -74.0079",1,Tuesday,19,46,Yes
331965,40.7636,-73.9752,"40.7636, -73.9752",1,Tuesday,19,48,Yes
331970,40.7248,-74.0078,"40.7248, -74.0078",1,Tuesday,19,49,Yes
331977,40.7777,-73.9749,"40.7777, -73.9749",1,Tuesday,19,50,Yes
331978,40.7644,-73.9708,"40.7644, -73.9708",1,Tuesday,19,50,Yes
331979,40.6915,-73.9844,"40.6915, -73.9844",1,Tuesday,19,50,Yes
331996,40.7386,-73.9885,"40.7386, -73.9885",1,Tuesday,19,52,Yes
331998,40.7513,-74.0067,"40.7513, -74.0067",1,Tuesday,19,52,Yes
332001,40.7394,-74.007,"40.7394, -74.007",1,Tuesday,19,53,Yes
332006,40.7379,-73.9922,"40.7379, -73.9922",1,Tuesday,19,53,Yes
332010,40.646,-73.7767,"40.646, -73.7767",1,Tuesday,19,54,Yes
332020,40.774,-73.8726,"40.774, -73.8726",1,Tuesday,19,55,Yes
332046,40.7638,-73.9762,"40.7638, -73.9762",1,Tuesday,19,59,Yes
332047,40.7629,-73.9719,"40.7629, -73.9719",1,Tuesday,19,59,Yes
332048,40.7478,-73.985,"40.7478, -73.985",1,Tuesday,19,59,Yes
332078,40.6485,-73.7826,"40.6485, -73.7826",1,Tuesday,20,5,Yes
332102,40.7282,-74.0072,"40.7282, -74.0072",1,Tuesday,20,10,Yes
332106,40.7432,-74.0075,"40.7432, -74.0075",1,Tuesday,20,10,Yes
332110,40.645,-73.7819,"40.645, -73.7819",1,Tuesday,20,11,Yes
332125,40.754,-73.9742,"40.754, -73.9742",1,Tuesday,20,13,Yes
332129,40.774,-73.872,"40.774, -73.872",1,Tuesday,20,14,Yes
332137,40.7628,-73.972,"40.7628, -73.972",1,Tuesday,20,15,Yes
332143,40.7395,-73.9923,"40.7395, -73.9923",1,Tuesday,20,16,Yes
332145,40.7437,-73.988,"40.7437, -73.988",1,Tuesday,20,17,Yes
332170,40.7499,-73.9835,"40.7499, -73.9835",1,Tuesday,20,45,Yes
332173,40.7543,-74.0005,"40.7543, -74.0005",1,Tuesday,20,45,Yes
332183,40.7402,-74.0059,"40.7402, -74.0059",1,Tuesday,20,46,Yes
332184,40.7581,-73.9775,"40.7581, -73.9775",1,Tuesday,20,46,Yes
332189,40.7691,-73.9812,"40.7691, -73.9812",1,Tuesday,20,47,Yes
332192,40.7739,-73.8723,"40.7739, -73.8723",1,Tuesday,20,47,Yes
332204,40.7424,-74.0043,"40.7424, -74.0043",1,Tuesday,20,48,Yes
332207,40.7684,-73.9848,"40.7684, -73.9848",1,Tuesday,20,48,Yes
332209,40.7325,-73.9969,"40.7325, -73.9969",1,Tuesday,20,49,Yes
332216,40.7572,-73.9824,"40.7572, -73.9824",1,Tuesday,20,50,Yes
332235,40.7739,-73.8723,"40.7739, -73.8723",1,Tuesday,20,51,Yes
332243,40.7578,-73.9756,"40.7578, -73.9756",1,Tuesday,20,53,Yes
332245,40.7342,-73.9935,"40.7342, -73.9935",1,Tuesday,20,53,Yes
332262,40.645,-73.7819,"40.645, -73.7819",1,Tuesday,20,56,Yes
332292,40.7573,-73.9823,"40.7573, -73.9823",1,Tuesday,21,0,Yes
332308,40.7403,-74.0059,"40.7403, -74.0059",1,Tuesday,21,2,Yes
332321,40.6465,-73.7897,"40.6465, -73.7897",1,Tuesday,21,3,Yes
332324,40.7167,-74.0083,"40.7167, -74.0083",1,Tuesday,21,4,Yes
332343,40.7551,-73.9839,"40.7551, -73.9839",1,Tuesday,21,7,Yes
332344,40.7605,-73.98,"40.7605, -73.98",1,Tuesday,21,7,Yes
332355,40.6449,-73.7822,"40.6449, -73.7822",1,Tuesday,21,8,Yes
332356,40.7551,-73.9797,"40.7551, -73.9797",1,Tuesday,21,8,Yes
332358,40.7566,-73.9823,"40.7566, -73.9823",1,Tuesday,21,8,Yes
332378,40.6449,-73.7824,"40.6449, -73.7824",1,Tuesday,21,12,Yes
332383,40.7555,-73.9836,"40.7555, -73.9836",1,Tuesday,21,12,Yes
332386,40.7219,-74.0042,"40.7219, -74.0042",1,Tuesday,21,12,Yes
332409,40.6449,-73.7823,"40.6449, -73.7823",1,Tuesday,21,16,Yes
332413,40.7684,-73.8623,"40.7684, -73.8623",1,Tuesday,21,16,Yes
332416,40.6951,-74.1784,"40.6951, -74.1784",1,Tuesday,21,17,Yes
332431,40.7682,-73.9823,"40.7682, -73.9823",1,Tuesday,21,19,Yes
332441,40.6465,-73.7899,"40.6465, -73.7899",1,Tuesday,21,20,Yes
332450,40.774,-73.8719,"40.774, -73.8719",1,Tuesday,21,21,Yes
332459,40.7269,-73.9946,"40.7269, -73.9946",1,Tuesday,21,23,Yes
332460,40.7193,-74.0087,"40.7193, -74.0087",1,Tuesday,21,23,Yes
332474,40.7741,-73.8725,"40.7741, -73.8725",1,Tuesday,21,25,Yes
332482,40.7065,-74.0094,"40.7065, -74.0094",1,Tuesday,21,27,Yes
332506,40.7256,-74.0055,"40.7256, -74.0055",1,Tuesday,21,31,Yes
332513,40.7323,-73.9963,"40.7323, -73.9963",1,Tuesday,21,31,Yes
332533,40.7311,-73.9888,"40.7311, -73.9888",1,Tuesday,21,35,Yes
332540,40.77,-73.8645,"40.77, -73.8645",1,Tuesday,21,36,Yes
332548,40.7261,-73.9918,"40.7261, -73.9918",1,Tuesday,21,38,Yes
332551,40.6459,-73.7767,"40.6459, -73.7767",1,Tuesday,21,39,Yes
332564,40.7431,-74.0076,"40.7431, -74.0076",1,Tuesday,21,41,Yes
332567,40.7381,-74.0094,"40.7381, -74.0094",1,Tuesday,21,42,Yes
332592,40.7642,-73.979,"40.7642, -73.979",1,Tuesday,21,46,Yes
332594,40.7739,-73.8715,"40.7739, -73.8715",1,Tuesday,21,46,Yes
332596,40.6878,-74.1819,"40.6878, -74.1819",1,Tuesday,21,46,Yes
332610,40.7593,-73.9809,"40.7593, -73.9809",1,Tuesday,21,49,Yes
332622,40.6457,-73.7768,"40.6457, -73.7768",1,Tuesday,21,51,Yes
332626,40.6461,-73.7769,"40.6461, -73.7769",1,Tuesday,21,52,Yes
332633,40.7218,-73.992,"40.7218, -73.992",1,Tuesday,21,53,Yes
332634,40.7218,-74.0042,"40.7218, -74.0042",1,Tuesday,21,53,Yes
332642,40.7165,-74.0164,"40.7165, -74.0164",1,Tuesday,21,54,Yes
332646,40.7432,-74.0075,"40.7432, -74.0075",1,Tuesday,21,55,Yes
332650,40.7741,-73.8729,"40.7741, -73.8729",1,Tuesday,21,56,Yes
332651,40.7741,-73.8722,"40.7741, -73.8722",1,Tuesday,21,56,Yes
332674,40.7403,-74.0058,"40.7403, -74.0058",1,Tuesday,21,59,Yes
332692,40.7218,-73.992,"40.7218, -73.992",1,Tuesday,22,2,Yes
332695,40.6951,-74.1784,"40.6951, -74.1784",1,Tuesday,22,4,Yes
332698,40.7554,-73.9874,"40.7554, -73.9874",1,Tuesday,22,4,Yes
332703,40.6485,-73.7834,"40.6485, -73.7834",1,Tuesday,22,5,Yes
332708,40.7339,-73.9928,"40.7339, -73.9928",1,Tuesday,22,7,Yes
332721,40.7741,-73.8725,"40.7741, -73.8725",1,Tuesday,22,8,Yes
332730,40.7684,-73.8624,"40.7684, -73.8624",1,Tuesday,22,10,Yes
332743,40.7683,-73.8622,"40.7683, -73.8622",1,Tuesday,22,15,Yes
332752,40.7636,-73.9714,"40.7636, -73.9714",1,Tuesday,22,16,Yes
332770,40.7406,-74.0056,"40.7406, -74.0056",1,Tuesday,22,19,Yes
332778,40.7358,-74.006,"40.7358, -74.006",1,Tuesday,22,20,Yes
332788,40.7218,-74.001,"40.7218, -74.001",1,Tuesday,22,23,Yes
332805,40.7536,-73.9871,"40.7536, -73.9871",1,Tuesday,22,27,Yes
332843,40.7374,-74.0082,"40.7374, -74.0082",1,Tuesday,22,38,Yes
332856,40.7628,-73.972,"40.7628, -73.972",1,Tuesday,22,42,Yes
332857,40.7639,-73.9761,"40.7639, -73.9761",1,Tuesday,22,43,Yes
332871,40.7276,-74.0073,"40.7276, -74.0073",1,Tuesday,22,49,Yes
332899,40.7236,-74.0109,"40.7236, -74.0109",1,Tuesday,22,57,Yes
332905,40.6457,-73.7767,"40.6457, -73.7767",1,Tuesday,23,0,Yes
332942,40.7489,-73.9922,"40.7489, -73.9922",1,Tuesday,23,14,Yes
332943,40.6448,-73.7823,"40.6448, -73.7823",1,Tuesday,23,14,Yes
332954,40.6448,-73.7823,"40.6448, -73.7823",1,Tuesday,23,18,Yes
332966,40.6949,-74.1781,"40.6949, -74.1781",1,Tuesday,23,23,Yes
332971,40.7274,-73.9921,"40.7274, -73.9921",1,Tuesday,23,25,Yes
332974,40.7378,-74.0082,"40.7378, -74.0082",1,Tuesday,23,26,Yes
332977,40.6449,-73.7821,"40.6449, -73.7821",1,Tuesday,23,27,Yes
332997,40.7334,-73.9972,"40.7334, -73.9972",1,Tuesday,23,37,Yes
333011,40.6878,-74.182,"40.6878, -74.182",1,Tuesday,23,41,Yes
333028,40.6951,-74.1785,"40.6951, -74.1785",1,Tuesday,23,47,Yes
333043,40.645,-73.7819,"40.645, -73.7819",1,Tuesday,23,55,Yes
333044,40.742,-74.0038,"40.742, -74.0038",1,Tuesday,23,57,Yes
333066,40.6484,-73.7832,"40.6484, -73.7832",2,Wednesday,0,5,Yes
333081,40.7334,-73.9972,"40.7334, -73.9972",2,Wednesday,0,15,Yes
333089,40.7423,-74.0044,"40.7423, -74.0044",2,Wednesday,0,17,Yes
333127,40.7409,-74.0075,"40.7409, -74.0075",2,Wednesday,0,56,Yes
333141,40.7229,-74.008,"40.7229, -74.008",2,Wednesday,1,11,Yes
333150,40.7421,-74.0039,"40.7421, -74.0039",2,Wednesday,1,26,Yes
333157,40.7498,-73.9836,"40.7498, -73.9836",2,Wednesday,1,35,Yes
333184,40.7574,-73.9717,"40.7574, -73.9717",2,Wednesday,2,42,Yes
333195,40.7256,-74.0055,"40.7256, -74.0055",2,Wednesday,3,15,Yes
333203,40.7279,-73.991,"40.7279, -73.991",2,Wednesday,3,30,Yes
333213,40.7141,-74.0095,"40.7141, -74.0095",2,Wednesday,3,44,Yes
333253,40.742,-74.0037,"40.742, -74.0037",2,Wednesday,4,25,Yes
333272,40.7383,-73.9878,"40.7383, -73.9878",2,Wednesday,4,37,Yes
333310,40.645,-73.7817,"40.645, -73.7817",2,Wednesday,5,2,Yes
333334,40.6465,-73.7898,"40.6465, -73.7898",2,Wednesday,5,17,Yes
333335,40.6464,-73.7901,"40.6464, -73.7901",2,Wednesday,5,18,Yes
333336,40.6483,-73.7828,"40.6483, -73.7828",2,Wednesday,5,18,Yes
333340,40.7664,-73.9684,"40.7664, -73.9684",2,Wednesday,5,21,Yes
333354,40.7254,-74.0092,"40.7254, -74.0092",2,Wednesday,5,28,Yes
333362,40.6483,-73.7827,"40.6483, -73.7827",2,Wednesday,5,31,Yes
333418,40.7421,-74.00399999999999,"40.7421, -74.00399999999999",2,Wednesday,5,47,Yes
333435,40.7386,-73.9977,"40.7386, -73.9977",2,Wednesday,5,51,Yes
333449,40.6458,-73.7767,"40.6458, -73.7767",2,Wednesday,5,55,Yes
333454,40.7565,-73.9743,"40.7565, -73.9743",2,Wednesday,5,57,Yes
333456,40.7678,-73.9914,"40.7678, -73.9914",2,Wednesday,5,58,Yes
333457,40.645,-73.782,"40.645, -73.782",2,Wednesday,5,58,Yes
333462,40.7388,-74.0088,"40.7388, -74.0088",2,Wednesday,6,0,Yes
333472,40.727,-73.9888,"40.727, -73.9888",2,Wednesday,6,3,Yes
333481,40.645,-73.7819,"40.645, -73.7819",2,Wednesday,6,6,Yes
333482,40.7731,-73.8856,"40.7731, -73.8856",2,Wednesday,6,7,Yes
333484,40.7459,-73.9882,"40.7459, -73.9882",2,Wednesday,6,7,Yes
333492,40.722,-74.0041,"40.722, -74.0041",2,Wednesday,6,10,Yes
333542,40.7446,-73.991,"40.7446, -73.991",2,Wednesday,6,21,Yes
333545,40.645,-73.7819,"40.645, -73.7819",2,Wednesday,6,22,Yes
333548,40.7376,-74.0093,"40.7376, -74.0093",2,Wednesday,6,23,Yes
333557,40.716,-74.0153,"40.716, -74.0153",2,Wednesday,6,24,Yes
333563,40.6456,-73.7768,"40.6456, -73.7768",2,Wednesday,6,25,Yes
333564,40.6449,-73.7822,"40.6449, -73.7822",2,Wednesday,6,25,Yes
333590,40.7248,-74.0006,"40.7248, -74.0006",2,Wednesday,6,29,Yes
333643,40.746,-74.0054,"40.746, -74.0054",2,Wednesday,6,37,Yes
333664,40.7752,-73.9767,"40.7752, -73.9767",2,Wednesday,6,41,Yes
333669,40.7679,-73.9916,"40.7679, -73.9916",2,Wednesday,6,42,Yes
333712,40.7235,-74.0107,"40.7235, -74.0107",2,Wednesday,6,47,Yes
333716,40.7306,-74.009,"40.7306, -74.009",2,Wednesday,6,47,Yes
333728,40.7369,-74.0037,"40.7369, -74.0037",2,Wednesday,6,49,Yes
333763,40.7777,-73.9749,"40.7777, -73.9749",2,Wednesday,6,55,Yes
333764,40.7166,-74.0164,"40.7166, -74.0164",2,Wednesday,6,55,Yes
333771,40.7604,-73.9875,"40.7604, -73.9875",2,Wednesday,6,57,Yes
333781,40.7355,-74.0033,"40.7355, -74.0033",2,Wednesday,6,58,Yes
333815,40.7442,-74.0067,"40.7442, -74.0067",2,Wednesday,7,3,Yes
333822,40.7247,-73.9919,"40.7247, -73.9919",2,Wednesday,7,4,Yes
333834,40.6916,-73.9844,"40.6916, -73.9844",2,Wednesday,7,6,Yes
333853,40.7236,-74.01100000000001,"40.7236, -74.01100000000001",2,Wednesday,7,8,Yes
333871,40.7591,-73.9943,"40.7591, -73.9943",2,Wednesday,7,10,Yes
333887,40.7711,-73.8661,"40.7711, -73.8661",2,Wednesday,7,12,Yes
333902,40.742,-74.0037,"40.742, -74.0037",2,Wednesday,7,14,Yes
333906,40.7367,-73.9888,"40.7367, -73.9888",2,Wednesday,7,15,Yes
333916,40.6465,-73.7898,"40.6465, -73.7898",2,Wednesday,7,16,Yes
333917,40.7025,-73.9896,"40.7025, -73.9896",2,Wednesday,7,16,Yes
333925,40.7708,-73.8658,"40.7708, -73.8658",2,Wednesday,7,17,Yes
333950,40.726,-73.9928,"40.726, -73.9928",2,Wednesday,7,21,Yes
333962,40.7233,-73.9913,"40.7233, -73.9913",2,Wednesday,7,23,Yes
333969,40.7286,-74.0,"40.7286, -74.0",2,Wednesday,7,23,Yes
333972,40.7747,-73.9911,"40.7747, -73.9911",2,Wednesday,7,24,Yes
333984,40.7291,-74.0025,"40.7291, -74.0025",2,Wednesday,7,26,Yes
334002,40.7604,-73.9718,"40.7604, -73.9718",2,Wednesday,7,28,Yes
334020,40.7209,-74.0042,"40.7209, -74.0042",2,Wednesday,7,30,Yes
334036,40.7664,-73.9779,"40.7664, -73.9779",2,Wednesday,7,32,Yes
334044,40.7273,-73.992,"40.7273, -73.992",2,Wednesday,7,33,Yes
334047,40.7226,-74.0081,"40.7226, -74.0081",2,Wednesday,7,33,Yes
334069,40.774,-73.8726,"40.774, -73.8726",2,Wednesday,7,35,Yes
334093,40.7421,-73.9949,"40.7421, -73.9949",2,Wednesday,7,38,Yes
334094,40.7209,-74.0042,"40.7209, -74.0042",2,Wednesday,7,39,Yes
334102,40.726,-73.9918,"40.726, -73.9918",2,Wednesday,7,39,Yes
334106,40.7739,-73.8723,"40.7739, -73.8723",2,Wednesday,7,40,Yes
334108,40.6951,-74.1787,"40.6951, -74.1787",2,Wednesday,7,40,Yes
334116,40.7376,-74.0088,"40.7376, -74.0088",2,Wednesday,7,41,Yes
334130,40.7367,-73.9888,"40.7367, -73.9888",2,Wednesday,7,42,Yes
334136,40.7232,-73.9913,"40.7232, -73.9913",2,Wednesday,7,43,Yes
334155,40.7256,-74.0055,"40.7256, -74.0055",2,Wednesday,7,45,Yes
334166,40.7483,-74.0055,"40.7483, -74.0055",2,Wednesday,7,47,Yes
334190,40.7174,-74.016,"40.7174, -74.016",2,Wednesday,7,49,Yes
334196,40.7388,-74.0092,"40.7388, -74.0092",2,Wednesday,7,51,Yes
334207,40.6457,-73.7768,"40.6457, -73.7768",2,Wednesday,7,52,Yes
334214,40.7113,-74.0054,"40.7113, -74.0054",2,Wednesday,7,53,Yes
334230,40.7664,-73.9684,"40.7664, -73.9684",2,Wednesday,7,55,Yes
334287,40.7421,-74.0045,"40.7421, -74.0045",2,Wednesday,8,2,Yes
334294,40.7514,-73.994,"40.7514, -73.994",2,Wednesday,8,4,Yes
334324,40.7748,-73.991,"40.7748, -73.991",2,Wednesday,8,8,Yes
334349,40.7686,-73.8627,"40.7686, -73.8627",2,Wednesday,8,12,Yes
334354,40.724000000000004,-74.0033,"40.724000000000004, -74.0033",2,Wednesday,8,12,Yes
334355,40.771,-73.866,"40.771, -73.866",2,Wednesday,8,12,Yes
334378,40.7459,-73.9881,"40.7459, -73.9881",2,Wednesday,8,14,Yes
334379,40.7334,-73.9899,"40.7334, -73.9899",2,Wednesday,8,14,Yes
334407,40.7243,-73.9999,"40.7243, -73.9999",2,Wednesday,8,17,Yes
334416,40.774,-73.8717,"40.774, -73.8717",2,Wednesday,8,18,Yes
334426,40.7436,-73.9881,"40.7436, -73.9881",2,Wednesday,8,20,Yes
334432,40.7367,-73.9889,"40.7367, -73.9889",2,Wednesday,8,20,Yes
334433,40.7277,-73.9793,"40.7277, -73.9793",2,Wednesday,8,20,Yes
334434,40.7711,-73.8661,"40.7711, -73.8661",2,Wednesday,8,20,Yes
334435,40.7368,-73.9888,"40.7368, -73.9888",2,Wednesday,8,20,Yes
334448,40.7231,-73.9976,"40.7231, -73.9976",2,Wednesday,8,22,Yes
334483,40.7514,-73.994,"40.7514, -73.994",2,Wednesday,8,29,Yes
334548,40.7747,-73.9911,"40.7747, -73.9911",2,Wednesday,8,39,Yes
334580,40.771,-73.866,"40.771, -73.866",2,Wednesday,8,44,Yes
334596,40.716,-74.0153,"40.716, -74.0153",2,Wednesday,8,47,Yes
334608,40.7503,-73.9948,"40.7503, -73.9948",2,Wednesday,8,49,Yes
334615,40.7559,-73.9728,"40.7559, -73.9728",2,Wednesday,8,51,Yes
334622,40.7246,-73.9916,"40.7246, -73.9916",2,Wednesday,8,51,Yes
334627,40.7708,-73.8658,"40.7708, -73.8658",2,Wednesday,8,52,Yes
334629,40.7706,-73.8655,"40.7706, -73.8655",2,Wednesday,8,53,Yes
334647,40.7162,-74.0124,"40.7162, -74.0124",2,Wednesday,8,57,Yes
334649,40.7591,-73.9943,"40.7591, -73.9943",2,Wednesday,8,58,Yes
334678,40.7498,-73.9915,"40.7498, -73.9915",2,Wednesday,9,3,Yes
334687,40.7273,-73.9921,"40.7273, -73.9921",2,Wednesday,9,6,Yes
334691,40.6914,-73.9844,"40.6914, -73.9844",2,Wednesday,9,8,Yes
334759,40.7494,-73.9918,"40.7494, -73.9918",2,Wednesday,9,21,Yes
334762,40.7732,-73.8855,"40.7732, -73.8855",2,Wednesday,9,21,Yes
334781,40.6463,-73.777,"40.6463, -73.777",2,Wednesday,9,25,Yes
334786,40.7701,-73.8647,"40.7701, -73.8647",2,Wednesday,9,26,Yes
334788,40.7741,-73.8725,"40.7741, -73.8725",2,Wednesday,9,26,Yes
334794,40.716,-74.0153,"40.716, -74.0153",2,Wednesday,9,28,Yes
334795,40.7246,-73.9997,"40.7246, -73.9997",2,Wednesday,9,29,Yes
334803,40.7788,-73.956,"40.7788, -73.956",2,Wednesday,9,31,Yes
334807,40.645,-73.7818,"40.645, -73.7818",2,Wednesday,9,32,Yes
334814,40.7388,-74.0089,"40.7388, -74.0089",2,Wednesday,9,34,Yes
334840,40.7741,-73.8723,"40.7741, -73.8723",2,Wednesday,9,41,Yes
334844,40.7685,-73.8625,"40.7685, -73.8625",2,Wednesday,9,41,Yes
334849,40.6878,-74.1819,"40.6878, -74.1819",2,Wednesday,9,42,Yes
334852,40.7683,-73.8621,"40.7683, -73.8621",2,Wednesday,9,42,Yes
334863,40.7314,-73.9993,"40.7314, -73.9993",2,Wednesday,9,44,Yes
334875,40.7685,-73.8625,"40.7685, -73.8625",2,Wednesday,9,46,Yes
334883,40.7685,-73.8625,"40.7685, -73.8625",2,Wednesday,9,48,Yes
334894,40.7209,-74.0042,"40.7209, -74.0042",2,Wednesday,9,50,Yes
334898,40.7233,-74.0062,"40.7233, -74.0062",2,Wednesday,9,51,Yes
334924,40.7168,-74.0123,"40.7168, -74.0123",2,Wednesday,9,57,Yes
334932,40.7103,-73.9846,"40.7103, -73.9846",2,Wednesday,9,59,Yes
334939,40.7323,-74.0077,"40.7323, -74.0077",2,Wednesday,10,1,Yes
334976,40.7103,-73.9847,"40.7103, -73.9847",2,Wednesday,10,9,Yes
334983,40.7376,-74.0082,"40.7376, -74.0082",2,Wednesday,10,10,Yes
335043,40.6467,-73.7894,"40.6467, -73.7894",2,Wednesday,10,24,Yes
335048,40.7433,-74.0074,"40.7433, -74.0074",2,Wednesday,10,26,Yes
335052,40.7449,-73.9888,"40.7449, -73.9888",2,Wednesday,10,26,Yes
335079,40.7219,-73.9874,"40.7219, -73.9874",2,Wednesday,10,33,Yes
335111,40.7274,-73.9922,"40.7274, -73.9922",2,Wednesday,10,40,Yes
335114,40.7692,-73.9829,"40.7692, -73.9829",2,Wednesday,10,42,Yes
335126,40.7104,-73.9847,"40.7104, -73.9847",2,Wednesday,10,43,Yes
335132,40.7741,-73.8724,"40.7741, -73.8724",2,Wednesday,10,44,Yes
335134,40.7565,-73.9787,"40.7565, -73.9787",2,Wednesday,10,45,Yes
335144,40.7474,-73.9853,"40.7474, -73.9853",2,Wednesday,10,48,Yes
335152,40.7515,-73.9938,"40.7515, -73.9938",2,Wednesday,10,49,Yes
335171,40.7535,-73.9809,"40.7535, -73.9809",2,Wednesday,10,52,Yes
335176,40.6951,-74.1785,"40.6951, -74.1785",2,Wednesday,10,53,Yes
335197,40.7234,-74.0062,"40.7234, -74.0062",2,Wednesday,10,57,Yes
335200,40.7706,-73.8654,"40.7706, -73.8654",2,Wednesday,10,57,Yes
335215,40.7397,-73.991,"40.7397, -73.991",2,Wednesday,11,0,Yes
335217,40.7415,-73.9875,"40.7415, -73.9875",2,Wednesday,11,1,Yes
335221,40.7741,-73.8725,"40.7741, -73.8725",2,Wednesday,11,1,Yes
335232,40.7227,-73.9941,"40.7227, -73.9941",2,Wednesday,11,3,Yes
335242,40.774,-73.8715,"40.774, -73.8715",2,Wednesday,11,5,Yes
